task_id,plan_id,bucket_id,assignee_ids,title,description,status,priority,due_date,tags,checklist,comments,attachments
t562,p014,b045,u131,Investigate payment service cost regression,Provision Next.js resources for the upcoming launch and verify capacity.,in progress,5,2026-05-27,"qa,frontend",[],[],[]
t563,p044,b160,u119,Cleanup,Document the steps to run PostgreSQL integration in the new environment.,done,5,2026-06-24,react,[],[],[]
t564,p030,b108,u110,Investigate payment service memory leak,Document the steps to run ML integration in the new environment.,in progress,1,2026-09-17,,[],[],[]
t565,p049,b180,,Logs,Coordinate with the platform team on PostgreSQL migration.,done,9,2026-06-16,"mobile,documentation,product",[],[],[]
t566,p043,b157,,Document payment service runbook,Coordinate with the data team on React migration.,todo,9,,,[],[],[]
t567,p024,b084,"u100,u109",Docs,Investigate why Kubernetes usage spiked last week and produce a write-up.,done,9,2026-06-02,"infrastructure,terraform",[],[],[]
t568,p032,b118,,Bugfix,Investigate why AWS usage spiked last week and produce a write-up.,in progress,5,2026-08-05,,[],[],[]
t569,p043,b155,"u178,u109,u042",Document search index runbook,Coordinate with the data team on PostgreSQL migration.,todo,9,2026-05-25,"mobile,product",[],[],[]
t570,p050,b184,"u162,u199",Refactor,Review the Redis configuration across production and propose adjustments.,done,1,2026-02-09,,[],[],[]
t571,p025,b088,,Set up PostgreSQL for backend team,Provision Kafka resources for the upcoming launch and verify capacity.,todo,3,2026-07-25,,[],[],[]
t572,p014,b044,"u161,u135",Refactor,Coordinate with the ML team on Next.js migration.,in progress,9,2026-05-20,,[],[],[]
t573,p016,b051,u122,Patch CVE in payment service,Coordinate with the ML team on AWS migration.,in progress,5,2026-09-12,,[],[],[]
t574,p016,b052,u284,Roll out feature flag dashboard to staging,Provision Security resources for the upcoming launch and verify capacity.,done,5,2026-09-06,"infrastructure,cost",[],[],[]
t575,p033,b119,,Roll out cost report to staging,Provision Monitoring resources for the upcoming launch and verify capacity.,todo,9,2026-03-13,"infrastructure,monitoring",[],[],[]
t576,p013,b042,u106,Update monitoring stack configuration,Investigate why Kubernetes usage spiked last week and produce a write-up.,in progress,3,2026-05-24,,[],[],[]
t577,p048,b176,,Tests,Coordinate with the platform team on ML migration.,todo,3,2026-08-01,documentation,[],[],[]
t578,p031,b112,,Refactor,Document the steps to run Node.js integration in the new environment.,in progress,3,2026-08-22,,[],[],[]
t579,p046,b168,"u277,u058,u175",Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Provision PostgreSQL resources for the upcoming launch and verify capacity.,todo,5,2026-06-29,,[],[],[]
t580,p002,b003,"u126,u247",Investigate job runner timeouts,Document the steps to run Monitoring integration in the new environment.,in progress,1,,"infrastructure,kubernetes",[],[],[]
t581,p031,b112,,Update Spark cluster configuration,Investigate why Redis usage spiked last week and produce a write-up.,done,9,2026-02-04,"design-system,documentation",[],[],[]
t582,p007,b019,u249,Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations,Investigate why Docker usage spiked last week and produce a write-up.,done,5,2026-08-03,,[],[],[]
t583,p038,b138,"u080,u269",Cleanup,Coordinate with the platform team on ML migration.,done,3,2026-04-29,"design-system,mobile,product",[],[],[]
t584,p028,b099,,Docs,Review the Monitoring configuration across production and propose adjustments.,done,5,2026-08-14,"infrastructure,cloud,aws",[],[],[]
t585,p046,b167,,Document job runner runbook,Document the steps to run AWS integration in the new environment.,todo,9,2026-05-23,"infrastructure,reliability",[],[],[]
t586,p040,b146,"u202,u024,u015",Migrate payment service to v1.7,Document the steps to run ML integration in the new environment.,done,1,2026-08-04,,[],[],[]
t587,p010,b033,"u062,u283,u249",Document job runner runbook,Document the steps to run AWS integration in the new environment.,in progress,9,2026-05-27,"infrastructure,cost,review",[],[],[]
t588,p015,b050,,Audit API gateway security and policies,Coordinate with the data team on Terraform migration.,todo,3,2026-02-03,"infrastructure,terraform",[],[],[]
t589,p032,b116,,Review payment service architecture,Review the Terraform configuration across production and propose adjustments.,todo,5,2026-07-18,,[],[],[]
t590,p046,b166,,Review auth gateway architecture,Document the steps to run TypeScript integration in the new environment.,todo,5,2026-05-31,,[],[],[]
t591,p004,b008,,Set up monitoring stack for ML team,Investigate why PostgreSQL usage spiked last week and produce a write-up.,in progress,9,2026-02-11,,[],[],[]
t592,p008,b026,,,Provision Kafka resources for the upcoming launch and verify capacity.,todo,3,2026-06-09,,[],[],[]
t593,p013,b042,,Docs,Review the NLP configuration across production and propose adjustments.,done,9,2026-05-21,,[],[],[]
t594,p042,b154,,Patch CVE in event bus,Investigate why Docker usage spiked last week and produce a write-up.,todo,9,2026-05-11,,[],[],[]
t595,p019,b064,"u234,u274",Logs,Document the steps to run PostgreSQL integration in the new environment.,todo,1,2026-05-26,"documentation,react,design-system",[],[],[]
t596,p008,b024,,,Investigate why AWS usage spiked last week and produce a write-up.,done,9,2026-06-07,,[],[],[]
t597,p009,b029,u253,Logs,Document the steps to run Redis integration in the new environment.,in progress,1,2026-05-20,"qa,react,product",[],[],[]
t598,p036,b130,,Bugfix,Provision Spark resources for the upcoming launch and verify capacity.,todo,1,2026-06-12,"design-system,qa,documentation",[],[],[]
t599,p038,b140,,Audit CI pipeline security and policies,Coordinate with the platform team on Redis migration.,in progress,3,2026-05-26,,[],[],[]
t600,p026,b093,,Update Spark cluster configuration,Coordinate with the ML team on Airflow migration.,done,5,2026-06-08,documentation,[],[],[]
